Area,Pop_Change,Births,Deaths,Natural_Increase,Total_InMig,Total_OutMig,Total_NetMig,CB_InMig,CB_OutMig,CB_NetMig,Int_InMig,Int_OutMig,Int_NetMig,Year,Level,Birth_Death_Ratio,Migration_Share,CB_Share,Growth_Class
591 Landbo,-1.0,2.0,2.0,0.0,65.0,66.0,-1.0,18.0,28.0,-10.0,47.0,38.0,9.0,2014,sub_area,0.9999999995,0.9999999989999999,-9.99999999,Slight Decline
592 Puroniitty,-3.0,1.0,0.0,1.0,4.0,8.0,-4.0,2.0,5.0,-3.0,2.0,3.0,-1.0,2014,sub_area,999999999.9999999,0.79999999984,-0.7499999998125,Slight Decline
Muut,290.0,42.0,375.0,-333.0,10114.0,9027.0,1087.0,1573.0,2998.0,-1425.0,8541.0,6029.0,2512.0,2014,other,0.11199999999970134,0.7654929577459398,-1.31094756209631,Moderate Growth
Kantakaupunki,3493.0,2024.0,1388.0,636.0,50968.0,48274.0,2694.0,16326.0,11723.0,4603.0,34642.0,36551.0,-1909.0,2014,other,1.4582132564830992,0.809009009008766,1.7086117297692247,Strong Growth
Esikaupungit,4268.0,4841.0,3286.0,1555.0,73092.0,70445.0,2647.0,22413.0,19163.0,3250.0,50679.0,51282.0,-603.0,2014,other,1.4732197200238974,0.6299381247023726,1.2278050623342547,Strong Growth
Koko Helsinki,7493.0,7016.0,5135.0,1881.0,147562.0,142015.0,5547.0,41898.0,36351.0,5547.0,105664.0,105664.0,,2015,city,1.366309639727095,0.7467689822293017,0.9999999999998196,Strong Growth
1 Eteläinen suurpiiri,1914.0,1209.0,710.0,499.0,29993.0,27159.0,2834.0,9608.0,7283.0,2325.0,20385.0,19876.0,509.0,2015,major_district,1.7028169014060524,0.8502850285025951,0.8203952011288566,Strong Growth
101 Vironniemi,213.0,148.0,72.0,76.0,3188.0,2882.0,306.0,994.0,728.0,266.0,2194.0,2154.0,40.0,2015,sub_area,2.055555555527006,0.8010471204167512,0.8692810457487933,Moderate Growth
010 Kruununhaka,174.0,90.0,39.0,51.0,1941.0,1725.0,216.0,660.0,430.0,230.0,1281.0,1295.0,-14.0,2015,sub_area,2.307692307633136,0.8089887640419139,1.0648148148098853,Moderate Growth
020 Kluuvi,15.0,6.0,1.0,5.0,197.0,177.0,20.0,78.0,62.0,16.0,119.0,115.0,4.0,2015,sub_area,5.9999999939999995,0.799999999968,0.79999999996,Slight Growth
080 Katajanokka,24.0,52.0,32.0,20.0,1050.0,980.0,70.0,256.0,236.0,20.0,794.0,744.0,50.0,2015,sub_area,1.6249999999492188,0.7777777777691358,0.2857142857102041,Slight Growth
102 Ullanlinna,322.0,252.0,140.0,112.0,6919.0,6322.0,597.0,2043.0,1519.0,524.0,4876.0,4803.0,73.0,2015,sub_area,1.799999999987143,0.8420310296179944,0.877721943047106,Moderate Growth
030 Kaartinkaupunki,65.0,10.0,4.0,6.0,317.0,237.0,80.0,90.0,63.0,27.0,227.0,174.0,53.0,2015,sub_area,2.499999999375,0.9302325581287182,0.33749999999578123,Slight Growth
050 Punavuori,14.0,97.0,51.0,46.0,2618.0,2536.0,82.0,819.0,595.0,224.0,1799.0,1941.0,-142.0,2015,sub_area,1.9019607842764323,0.6406249999949952,2.731707317039857,Slight Growth
060 Eira,15.0,9.0,6.0,3.0,299.0,265.0,34.0,60.0,57.0,3.0,239.0,208.0,31.0,2015,sub_area,1.49999999975,0.9189189188940834,0.08823529411505192,Slight Growth
070 Ullanlinna,86.0,104.0,66.0,38.0,3026.0,2793.0,233.0,881.0,688.0,193.0,2145.0,2105.0,40.0,2015,sub_area,1.5757575757337006,0.8597785977828053,0.8283261802539558,Slight Growth
090 Kaivopuisto,13.0,6.0,1.0,5.0,97.0,77.0,20.0,16.0,16.0,0.0,81.0,61.0,20.0,2015,sub_area,5.9999999939999995,0.799999999968,0.0,Slight Growth
204 Hernesaari,121.0,15.0,5.0,10.0,429.0,287.0,142.0,128.0,70.0,58.0,301.0,217.0,84.0,2015,sub_area,2.9999999994,0.9342105263096434,0.4084507042224757,Moderate Growth
520 Suomenlinna,8.0,11.0,7.0,4.0,133.0,127.0,6.0,49.0,30.0,19.0,84.0,97.0,-13.0,2015,sub_area,1.5714285712040816,0.59999999994,3.1666666661388887,Slight Growth
531 Länsisaaret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,sub_area,0.0,0.0,0.0,Slight Decline
103 Kampinmalmi,789.0,390.0,205.0,185.0,10577.0,9524.0,1053.0,3564.0,2564.0,1000.0,7013.0,6960.0,53.0,2015,sub_area,1.902439024380964,0.8505654281091676,0.9496676163333811,Strong Growth
040 Kamppi,164.0,122.0,61.0,61.0,3699.0,3441.0,258.0,1309.0,923.0,386.0,2390.0,2518.0,-128.0,2015,sub_area,1.9999999999672133,0.8087774294645493,1.496124031001953,Moderate Growth
130 Etu-Töölö,356.0,153.0,114.0,39.0,4363.0,3898.0,465.0,1439.0,1010.0,429.0,2924.0,2888.0,36.0,2015,sub_area,1.3421052631461219,0.922619047617217,0.9225806451593063,Moderate Growth
201 Ruoholahti,48.0,34.0,14.0,20.0,757.0,668.0,89.0,210.0,192.0,18.0,547.0,476.0,71.0,2015,sub_area,2.428571428397959,0.8165137614603989,0.20224719100896352,Slight Growth
202 Lapinlahti,-1.0,0.0,0.0,0.0,1.0,2.0,-1.0,0.0,0.0,0.0,1.0,2.0,-1.0,2015,sub_area,0.0,0.9999999989999999,0.0,Slight Decline
203 Jätkäsaari,222.0,81.0,16.0,65.0,1757.0,1515.0,242.0,606.0,439.0,167.0,1151.0,1076.0,75.0,2015,sub_area,5.0624999996835935,0.7882736156326116,0.6900826446252476,Moderate Growth
104 Taka-Töölö,279.0,150.0,133.0,17.0,4380.0,3957.0,423.0,1457.0,1005.0,452.0,2923.0,2952.0,-29.0,2015,sub_area,1.1278195488637006,0.9613636363614515,1.0685579196192232,Moderate Growth
140 Taka-Töölö,279.0,150.0,133.0,17.0,4380.0,3957.0,423.0,1457.0,1005.0,452.0,2923.0,2952.0,-29.0,2015,sub_area,1.1278195488637006,0.9613636363614515,1.0685579196192232,Moderate Growth
105 Lauttasaari,311.0,269.0,160.0,109.0,4929.0,4474.0,455.0,1550.0,1467.0,83.0,3379.0,3007.0,372.0,2015,sub_area,1.6812499999894923,0.8067375886510519,0.1824175824171815,Moderate Growth
311 Kotkavuori,14.0,105.0,61.0,44.0,1805.0,1763.0,42.0,628.0,555.0,73.0,1177.0,1208.0,-31.0,2015,sub_area,1.7213114753816179,0.48837209301757706,1.738095238053855,Slight Growth
312 Vattuniemi,298.0,88.0,54.0,34.0,1664.0,1305.0,359.0,452.0,426.0,26.0,1212.0,879.0,333.0,2015,sub_area,1.6296296295994515,0.9134860050867342,0.07242339832848907,Moderate Growth
313 Myllykallio,-1.0,76.0,45.0,31.0,1460.0,1406.0,54.0,470.0,486.0,-16.0,990.0,920.0,70.0,2015,sub_area,1.6888888888513582,0.6352941176395848,-0.29629629629080934,Slight Decline
2 Läntinen suurpiiri,798.0,1234.0,912.0,322.0,24363.0,22903.0,1460.0,8406.0,7026.0,1380.0,15957.0,15877.0,80.0,2015,major_district,1.3530701754371128,0.8193041526370262,0.9452054794514074,Strong Growth
201 Reijola,197.0,206.0,117.0,89.0,4321.0,4079.0,242.0,1438.0,1090.0,348.0,2883.0,2989.0,-106.0,2015,sub_area,1.760683760668712,0.7311178247712051,1.4380165289196776,Moderate Growth
150 Meilahti,29.0,61.0,22.0,39.0,1458.0,1412.0,46.0,544.0,375.0,169.0,914.0,1037.0,-123.0,2015,sub_area,2.7727272726012395,0.5411764705818685,3.6739130433983935,Slight Growth
161 Vanha Ruskeasuo,89.0,38.0,26.0,12.0,802.0,758.0,44.0,281.0,213.0,68.0,521.0,545.0,-24.0,2015,sub_area,1.4615384614822484,0.7857142857002551,1.5454545454194215,Slight Growth
162 Pikku Huopalahti,54.0,79.0,48.0,31.0,1565.0,1449.0,116.0,417.0,348.0,69.0,1148.0,1101.0,47.0,2015,sub_area,1.6458333332990454,0.7891156462531353,0.5948275862017687,Slight Growth
180 Laakso,25.0,28.0,21.0,7.0,496.0,460.0,36.0,196.0,154.0,42.0,300.0,306.0,-6.0,2015,sub_area,1.3333333332698412,0.8372093023061115,1.1666666666342593,Slight Growth
202 Munkkiniemi,5.0,160.0,175.0,-15.0,3748.0,3526.0,222.0,1135.0,992.0,143.0,2613.0,2534.0,79.0,2015,sub_area,0.9142857142804899,0.9367088607555414,0.6441441441412427,Slight Growth
301 Vanha Munkkiniemi,17.0,73.0,120.0,-47.0,1891.0,1723.0,168.0,515.0,439.0,76.0,1376.0,1284.0,92.0,2015,sub_area,0.6083333333282639,0.781395348833575,0.45238095237825965,Slight Growth
302 Kuusisaari,-2.0,1.0,2.0,-1.0,68.0,68.0,0.0,26.0,15.0,11.0,42.0,53.0,-11.0,2015,sub_area,0.49999999975,0.0,11000000000.0,Slight Decline
303 Lehtisaari,-40.0,8.0,7.0,1.0,233.0,262.0,-29.0,87.0,75.0,12.0,146.0,187.0,-41.0,2015,sub_area,1.1428571426938776,0.9666666666344444,0.41379310343400716,Slight Decline
304 Munkkivuori,65.0,59.0,28.0,31.0,1000.0,916.0,84.0,315.0,298.0,17.0,685.0,618.0,67.0,2015,sub_area,2.107142857067602,0.7304347826023441,0.2023809523785431,Slight Growth
305 Niemenmäki,-6.0,9.0,12.0,-3.0,288.0,273.0,15.0,108.0,83.0,25.0,180.0,190.0,-10.0,2015,sub_area,0.7499999999375,0.8333333332870371,1.6666666665555556,Slight Decline
306 Talinranta,-29.0,10.0,6.0,4.0,268.0,284.0,-16.0,84.0,82.0,2.0,184.0,202.0,-18.0,2015,sub_area,1.666666666388889,0.79999999996,0.1249999999921875,Slight Decline
203 Haaga,232.0,306.0,325.0,-19.0,6860.0,6366.0,494.0,2359.0,1832.0,527.0,4501.0,4534.0,-33.0,2015,sub_area,0.9415384615355645,0.9629629629610859,1.0668016194310388,Moderate Growth
291 Etelä-Haaga,243.0,122.0,132.0,-10.0,3396.0,3021.0,375.0,1187.0,875.0,312.0,2209.0,2146.0,63.0,2015,sub_area,0.9242424242354225,0.9740259740234442,0.8319999999977814,Moderate Growth
292 Kivihaka,21.0,14.0,7.0,7.0,219.0,190.0,29.0,89.0,72.0,17.0,130.0,118.0,12.0,2015,sub_area,1.9999999997142857,0.805555555533179,0.5862068965315101,Slight Growth
293 Pohjois-Haaga,-19.0,116.0,125.0,-9.0,2298.0,2226.0,72.0,775.0,617.0,158.0,1523.0,1609.0,-86.0,2015,sub_area,0.927999999992576,0.888888888877915,2.194444444413966,Slight Decline
294 Lassila,-13.0,54.0,61.0,-7.0,947.0,929.0,18.0,308.0,268.0,40.0,639.0,661.0,-22.0,2015,sub_area,0.8852459016248321,0.7199999999712,2.2222222220987655,Slight Decline
204 Pitäjänmäki,227.0,253.0,111.0,142.0,4041.0,3764.0,277.0,1431.0,1367.0,64.0,2610.0,2397.0,213.0,2015,sub_area,2.2792792792587453,0.6610978520270618,0.23104693140710814,Moderate Growth
320 Konala,63.0,76.0,26.0,50.0,1209.0,1115.0,94.0,427.0,437.0,-10.0,782.0,678.0,104.0,2015,sub_area,2.923076922964497,0.6527777777732446,-0.10638297872227252,Slight Growth
461 Pajamäki,45.0,34.0,23.0,11.0,505.0,442.0,63.0,193.0,120.0,73.0,312.0,322.0,-10.0,2015,sub_area,1.4782608695009452,0.8513513513398465,1.1587301587117662,Slight Growth
462 Tali,-16.0,26.0,3.0,23.0,188.0,220.0,-32.0,39.0,80.0,-41.0,149.0,140.0,9.0,2015,sub_area,8.666666663777777,0.5818181818076034,-1.2812499999599611,Slight Decline
463 Reimarla,134.0,69.0,34.0,35.0,1311.0,1159.0,152.0,528.0,432.0,96.0,783.0,727.0,56.0,2015,sub_area,2.029411764646194,0.8128342245945838,0.631578947364266,Moderate Growth
464 Marttila,24.0,3.0,3.0,0.0,69.0,40.0,29.0,19.0,11.0,8.0,50.0,29.0,21.0,2015,sub_area,0.9999999996666666,0.9999999999655173,0.27586206895600474,Slight Growth
465 Pitäjänmäen yritysalue,-23.0,45.0,22.0,23.0,759.0,788.0,-29.0,225.0,287.0,-62.0,534.0,501.0,33.0,2015,sub_area,2.0454545453615705,0.5576923076815828,-2.137931034409037,Slight Decline
205 Kaarela,137.0,309.0,184.0,125.0,5393.0,5168.0,225.0,2043.0,1745.0,298.0,3350.0,3423.0,-73.0,2015,sub_area,1.6793478260778296,0.6428571428553062,1.3244444444385581,Moderate Growth
331 Kannelmäki,-16.0,143.0,118.0,25.0,2681.0,2608.0,73.0,998.0,855.0,143.0,1683.0,1753.0,-70.0,2015,sub_area,1.211864406769391,0.7448979591760725,1.9589041095622066,Slight Decline
332 Maununneva,47.0,20.0,6.0,14.0,255.0,210.0,45.0,83.0,65.0,18.0,172.0,145.0,27.0,2015,sub_area,3.333333332777778,0.7627118643938524,0.39999999999111113,Slight Growth
333 Malminkartano,156.0,118.0,40.0,78.0,2094.0,1949.0,145.0,826.0,704.0,122.0,1268.0,1245.0,23.0,2015,sub_area,2.9499999999262503,0.650224215243721,0.841379310339025,Moderate Growth
334 Hakuninmaa,-53.0,27.0,19.0,8.0,355.0,396.0,-41.0,132.0,119.0,13.0,223.0,277.0,-54.0,2015,sub_area,1.4210526315041552,0.8367346938604748,0.31707317072397384,Slight Decline
335 Kuninkaantammi,3.0,1.0,1.0,0.0,8.0,5.0,3.0,4.0,2.0,2.0,4.0,3.0,1.0,2015,sub_area,0.9999999989999999,0.9999999996666666,0.6666666664444444,Slight Growth
3 Keskinen suurpiiri,2086.0,1075.0,780.0,295.0,26510.0,23790.0,2720.0,7778.0,5413.0,2365.0,18732.0,18377.0,355.0,2015,major_district,1.3782051282033614,0.9021558872302149,0.8694852941173274,Strong Growth
301 Kallio,734.0,301.0,210.0,91.0,9436.0,8381.0,1055.0,2875.0,1912.0,963.0,6561.0,6469.0,92.0,2015,sub_area,1.433333333326508,0.920593368236544,0.9127962085299405,Strong Growth
101 Vilhonvuori,110.0,92.0,41.0,51.0,2079.0,1924.0,155.0,627.0,435.0,192.0,1452.0,1489.0,-37.0,2015,sub_area,2.243902438969661,0.7524271844623669,1.2387096774113633,Moderate Growth
102 Kalasatama,553.0,33.0,9.0,24.0,1128.0,548.0,580.0,293.0,123.0,170.0,835.0,425.0,410.0,2015,sub_area,3.666666666259259,0.9602649006606618,0.2931034482753567,Strong Growth
111 Siltasaari,27.0,29.0,21.0,8.0,632.0,584.0,48.0,210.0,133.0,77.0,422.0,451.0,-29.0,2015,sub_area,1.3809523808866213,0.8571428571275511,1.6041666666332466,Slight Growth
112 Linjat,154.0,89.0,106.0,-17.0,3116.0,2821.0,295.0,949.0,662.0,287.0,2167.0,2159.0,8.0,2015,sub_area,0.839622641501513,0.94551282050979,0.9728813559289056,Moderate Growth
113 Torkkelinmäki,-110.0,58.0,33.0,25.0,2481.0,2504.0,-23.0,796.0,559.0,237.0,1685.0,1945.0,-260.0,2015,sub_area,1.757575757522498,0.47916666665668406,10.304347825638942,Moderate Decline
302 Alppiharju,210.0,85.0,119.0,-34.0,4052.0,3649.0,403.0,1277.0,815.0,462.0,2775.0,2834.0,-59.0,2015,sub_area,0.7142857142797119,0.9221967963365625,1.1464019851088179,Moderate Growth
121 Harju,93.0,50.0,77.0,-27.0,2551.0,2319.0,232.0,846.0,536.0,310.0,1705.0,1783.0,-78.0,2015,sub_area,0.6493506493422162,0.8957528957494373,1.3362068965459646,Slight Growth
122 Alppila,117.0,35.0,42.0,-7.0,1501.0,1330.0,171.0,431.0,279.0,152.0,1070.0,1051.0,19.0,2015,sub_area,0.8333333333134921,0.9606741572979738,0.8888888888836908,Moderate Growth
303 Vallila,528.0,209.0,136.0,73.0,4765.0,4222.0,543.0,1370.0,1007.0,363.0,3395.0,3215.0,180.0,2015,sub_area,1.5367647058710534,0.8814935064920755,0.6685082872915865,Strong Growth
211 Hermanninmäki,161.0,76.0,73.0,3.0,1584.0,1354.0,230.0,415.0,301.0,114.0,1169.0,1053.0,116.0,2015,sub_area,1.0410958903966974,0.9871244635150768,0.4956521739108885,Moderate Growth
213 Kyläsaari,0.0,1.0,0.0,1.0,152.0,151.0,1.0,83.0,68.0,15.0,69.0,83.0,-14.0,2015,sub_area,999999999.9999999,0.49999999975,14.999999984999999,Slight Decline
220 Vallila,367.0,132.0,63.0,69.0,3029.0,2717.0,312.0,872.0,638.0,234.0,2157.0,2079.0,78.0,2015,sub_area,2.0952380952048375,0.8188976377931263,0.7499999999975961,Moderate Growth
304 Pasila,37.0,120.0,73.0,47.0,2224.0,2172.0,52.0,782.0,536.0,246.0,1442.0,1636.0,-194.0,2015,sub_area,1.6438356164158379,0.5252525252472197,4.730769230678255,Slight Growth
171 Länsi-Pasila,-12.0,69.0,39.0,30.0,1113.0,1135.0,-22.0,397.0,274.0,123.0,716.0,861.0,-145.0,2015,sub_area,1.7692307691854046,0.423076923068787,5.590909090654959,Slight Decline
173 Itä-Pasila,50.0,49.0,34.0,15.0,1036.0,960.0,76.0,361.0,253.0,108.0,675.0,707.0,-32.0,2015,sub_area,1.4411764705458479,0.8351648351556575,1.4210526315602492,Slight Growth
174 Keski-Pasila,-1.0,2.0,0.0,2.0,75.0,77.0,-2.0,24.0,9.0,15.0,51.0,68.0,-17.0,2015,sub_area,1999999999.9999998,0.499999999875,7.49999999625,Slight Decline
305 Vanhakaupunki,577.0,360.0,242.0,118.0,6033.0,5366.0,667.0,1474.0,1143.0,331.0,4559.0,4223.0,336.0,2015,sub_area,1.4876033057789768,0.849681528661338,0.49625187406222454,Strong Growth
231 Toukola,13.0,16.0,13.0,3.0,294.0,281.0,13.0,57.0,66.0,-9.0,237.0,215.0,22.0,2015,sub_area,1.2307692306745561,0.8124999999492187,-0.6923076922544379,Slight Growth
232 Arabianranta,623.0,128.0,17.0,111.0,2150.0,1538.0,612.0,589.0,335.0,254.0,1561.0,1203.0,358.0,2015,sub_area,7.529411764262976,0.8464730290444724,0.41503267973788394,Strong Growth
240 Kumpula,-103.0,41.0,32.0,9.0,1144.0,1208.0,-64.0,282.0,244.0,38.0,862.0,964.0,-102.0,2015,sub_area,1.2812499999599611,0.8767123287551135,0.5937499999907226,Moderate Decline
250 Käpylä,25.0,115.0,130.0,-15.0,1529.0,1442.0,87.0,330.0,305.0,25.0,1199.0,1137.0,62.0,2015,sub_area,0.8846153846085799,0.852941176462226,0.28735632183577753,Slight Growth
260 Koskela,11.0,36.0,48.0,-12.0,759.0,733.0,26.0,185.0,158.0,27.0,574.0,575.0,-1.0,2015,sub_area,0.749999999984375,0.684210526297784,1.0384615384215976,Slight Growth
270 Vanhakaupunki,8.0,24.0,2.0,22.0,157.0,164.0,-7.0,31.0,35.0,-4.0,126.0,129.0,-3.0,2015,sub_area,11.999999994,0.24137931033650417,-0.5714285713469388,Slight Growth
4 Pohjoinen suurpiiri,505.0,441.0,317.0,124.0,6645.0,6065.0,580.0,1586.0,1506.0,80.0,5059.0,4559.0,500.0,2015,major_district,1.3911671924246336,0.8238636363624661,0.1379310344825208,Strong Growth
401 Maunula,224.0,80.0,94.0,-14.0,1557.0,1252.0,305.0,311.0,311.0,0.0,1246.0,941.0,305.0,2015,sub_area,0.8510638297781802,0.9561128526615796,0.0,Moderate Growth
281 Pirkkola,23.0,3.0,1.0,2.0,53.0,31.0,22.0,9.0,13.0,-4.0,44.0,18.0,26.0,2015,sub_area,2.9999999969999998,0.9166666666284722,-0.18181818180991735,Slight Growth
282 Maunula,197.0,67.0,89.0,-22.0,1332.0,1048.0,284.0,263.0,259.0,4.0,1069.0,789.0,280.0,2015,sub_area,0.7528089887555864,0.9281045751603657,0.01408450704220393,Moderate Growth
283 Metsälä,4.0,10.0,4.0,6.0,172.0,173.0,-1.0,39.0,39.0,0.0,133.0,134.0,-1.0,2015,sub_area,2.499999999375,0.1428571428367347,0.0,Slight Growth
402 Länsi-Pakila,89.0,60.0,39.0,21.0,913.0,824.0,89.0,217.0,209.0,8.0,696.0,615.0,81.0,2015,sub_area,1.5384615384220908,0.8090909090835537,0.08988764044842823,Slight Growth
341 Länsi-Pakila,89.0,60.0,39.0,21.0,913.0,824.0,89.0,217.0,209.0,8.0,696.0,615.0,81.0,2015,sub_area,1.5384615384220908,0.8090909090835537,0.08988764044842823,Slight Growth
403 Tuomarinkylä,53.0,97.0,33.0,64.0,805.0,800.0,5.0,193.0,192.0,1.0,612.0,608.0,4.0,2015,sub_area,2.939393939304867,0.07246376811489183,0.19999999996,Slight Growth
351 Paloheinä,40.0,62.0,26.0,36.0,550.0,534.0,16.0,135.0,120.0,15.0,415.0,414.0,1.0,2015,sub_area,2.3846153845236686,0.30769230768639055,0.9374999999414062,Slight Growth
352 Torpparinmäki,13.0,35.0,7.0,28.0,255.0,266.0,-11.0,58.0,72.0,-14.0,197.0,194.0,3.0,2015,sub_area,4.9999999992857145,0.28205128204405,-1.2727272726115701,Slight Growth
354 Haltiala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,sub_area,0.0,0.0,0.0,Slight Decline
404 Oulunkylä,214.0,172.0,119.0,53.0,2979.0,2700.0,279.0,769.0,688.0,81.0,2210.0,2012.0,198.0,2015,sub_area,1.4453781512483581,0.8403614457806013,0.2903225806441207,Moderate Growth
284 Patola,123.0,119.0,99.0,20.0,2171.0,2002.0,169.0,547.0,504.0,43.0,1624.0,1498.0,126.0,2015,sub_area,1.2020202020080604,0.8941798941751631,0.25443786982097966,Moderate Growth
285 Veräjämäki,87.0,36.0,13.0,23.0,569.0,461.0,108.0,148.0,132.0,16.0,421.0,329.0,92.0,2015,sub_area,2.7692307690177516,0.8244274809097373,0.1481481481467764,Slight Growth
287 Veräjälaakso,4.0,17.0,7.0,10.0,239.0,237.0,2.0,74.0,52.0,22.0,165.0,185.0,-20.0,2015,sub_area,2.42857142822449,0.16666666665277777,10.9999999945,Slight Growth
405 Itä-Pakila,-75.0,32.0,32.0,0.0,391.0,489.0,-98.0,96.0,106.0,-10.0,295.0,383.0,-88.0,2015,sub_area,0.9999999999687501,0.9999999999897958,-0.10204081632548938,Slight Decline
342 Itä-Pakila,-74.0,29.0,32.0,-3.0,371.0,465.0,-94.0,91.0,99.0,-8.0,280.0,366.0,-86.0,2015,sub_area,0.9062499999716798,0.9690721649384632,-0.08510638297781802,Slight Decline
353 Tuomarinkartano,-1.0,3.0,0.0,3.0,20.0,24.0,-4.0,5.0,7.0,-2.0,15.0,17.0,-2.0,2015,sub_area,3000000000.0,0.5714285713469388,-0.499999999875,Slight Decline
5 Koillinen suurpiiri,452.0,1233.0,690.0,543.0,18501.0,17888.0,613.0,5155.0,4908.0,247.0,13346.0,12980.0,366.0,2015,major_district,1.7869565217365406,0.5302768166085379,0.4029363784659006,Moderate Growth
501 Latokartano,154.0,358.0,171.0,187.0,5506.0,5313.0,193.0,1540.0,1409.0,131.0,3966.0,3904.0,62.0,2015,sub_area,2.093567251449745,0.5078947368407687,0.6787564766804209,Moderate Growth
361 Viikinranta,-13.0,32.0,3.0,29.0,206.0,240.0,-34.0,47.0,67.0,-20.0,159.0,173.0,-14.0,2015,sub_area,10.66666666311111,0.5396825396739733,-0.588235294100346,Slight Decline
362 Latokartano,227.0,161.0,33.0,128.0,2142.0,1967.0,175.0,526.0,515.0,11.0,1616.0,1452.0,164.0,2015,sub_area,4.878787878640037,0.5775577557736714,0.06285714285678368,Moderate Growth
363 Viikin tiedepuisto,25.0,10.0,0.0,10.0,709.0,678.0,31.0,307.0,243.0,64.0,402.0,435.0,-33.0,2015,sub_area,10000000000.0,0.7560975609571684,2.0645161289656606,Slight Growth
364 Viikinmäki,206.0,57.0,8.0,49.0,578.0,400.0,178.0,87.0,83.0,4.0,491.0,317.0,174.0,2015,sub_area,7.124999999109375,0.7841409691595412,0.022471910112233304,Moderate Growth
383 Pihlajamäki,-133.0,81.0,91.0,-10.0,1502.0,1533.0,-31.0,468.0,389.0,79.0,1034.0,1144.0,-110.0,2015,sub_area,0.8901098901001087,0.7560975609571684,2.5483870966919877,Moderate Decline
386 Pihlajisto,-158.0,17.0,36.0,-19.0,369.0,495.0,-126.0,105.0,112.0,-7.0,264.0,383.0,-119.0,2015,sub_area,0.472222222209105,0.8689655172353865,-0.055555555555114634,Moderate Decline
502 Pukinmäki,123.0,113.0,87.0,26.0,1907.0,1728.0,179.0,534.0,450.0,84.0,1373.0,1278.0,95.0,2015,sub_area,1.2988505746977144,0.8731707317030577,0.46927374301413816,Moderate Growth
370 Pukinmäki,123.0,113.0,87.0,26.0,1907.0,1728.0,179.0,534.0,450.0,84.0,1373.0,1278.0,95.0,2015,sub_area,1.2988505746977144,0.8731707317030577,0.46927374301413816,Moderate Growth
503 Malmi,-68.0,339.0,209.0,130.0,4790.0,4776.0,14.0,1187.0,1286.0,-99.0,3603.0,3490.0,113.0,2015,sub_area,1.6220095693702297,0.09722222222154707,-7.071428570923469,Slight Decline
381 Ylä-Malmi,-99.0,80.0,79.0,1.0,1387.0,1418.0,-31.0,360.0,356.0,4.0,1027.0,1062.0,-35.0,2015,sub_area,1.0126582278352827,0.9687499999697267,0.1290322580603538,Slight Decline
382 Ala-Malmi,79.0,94.0,49.0,45.0,1156.0,1078.0,78.0,295.0,304.0,-9.0,861.0,774.0,87.0,2015,sub_area,1.9183673468996254,0.634146341458259,-0.11538461538313609,Slight Growth
384 Tattariharju,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,2015,sub_area,0.0,0.99999999975,0.0,Slight Growth
385 Malmin lentokenttä,-43.0,24.0,8.0,16.0,276.0,328.0,-52.0,64.0,66.0,-2.0,212.0,262.0,-50.0,2015,sub_area,2.999999999625,0.7647058823416955,-0.03846153846079882,Slight Decline
391 Tapaninvainio,-33.0,84.0,45.0,39.0,904.0,940.0,-36.0,211.0,280.0,-69.0,693.0,660.0,33.0,2015,sub_area,1.8666666666251854,0.4799999999936,-1.9166666666134262,Slight Decline
392 Tapanila,24.0,57.0,28.0,29.0,1063.0,1012.0,51.0,257.0,280.0,-23.0,806.0,732.0,74.0,2015,sub_area,2.0357142856415815,0.6374999999920312,-0.45098039214802005,Slight Growth
504 Suutarila,-58.0,125.0,69.0,56.0,1605.0,1689.0,-84.0,522.0,478.0,44.0,1083.0,1211.0,-128.0,2015,sub_area,1.8115942028722956,0.5999999999957143,0.5238095238032879,Slight Decline
401 Siltamäki,-36.0,84.0,54.0,30.0,1253.0,1305.0,-52.0,441.0,377.0,64.0,812.0,928.0,-116.0,2015,sub_area,1.555555555526749,0.6341463414556812,1.2307692307455622,Slight Decline
403 Töyrynummi,-22.0,41.0,15.0,26.0,352.0,384.0,-32.0,81.0,101.0,-20.0,271.0,283.0,-12.0,2015,sub_area,2.733333333151111,0.5517241379215221,-0.6249999999804688,Slight Decline
505 Puistola,277.0,235.0,110.0,125.0,3585.0,3331.0,254.0,1041.0,1002.0,39.0,2544.0,2329.0,215.0,2015,sub_area,2.136363636344215,0.6701846965681526,0.1535433070860097,Moderate Growth
402 Tapulikaupunki,184.0,104.0,57.0,47.0,1936.0,1728.0,208.0,615.0,557.0,58.0,1321.0,1171.0,150.0,2015,sub_area,1.824561403476762,0.8156862745066051,0.27884615384481326,Moderate Growth
411 Puistola,-158.0,69.0,32.0,37.0,755.0,930.0,-175.0,174.0,244.0,-70.0,581.0,686.0,-105.0,2015,sub_area,2.1562499999326175,0.8254716981093139,-0.3999999999977143,Moderate Decline
412 Heikinlaakso,-19.0,34.0,16.0,18.0,398.0,434.0,-36.0,134.0,145.0,-11.0,264.0,289.0,-25.0,2015,sub_area,2.1249999998671876,0.6666666666543211,-0.3055555555470679,Slight Decline
